Location ID,Parent Location ID,Location Name,Location Type,Accessibility,Intersection,TTC Information,District,Street No,Street No Suffix,Street Name,Street Type,Street Direction,Postal Code,Description
2051,2051,FLORA VOISEY PARK,park,,Yachters Lane & Legion Rd,,Etobicoke York,67,,YACHTERS,LANE,,,
2053,2053,HILLSIDE PARK,park,,Hillside Ave & Dwight Ave,,Etobicoke York,185,,HILLSIDE,AVE,,,"A small park near Royal York Road and Lake Shore Boulevard West that features a children's playground surrounded by mature trees and open green space.
"
2054,2054,HUMBER BAY SHORES PARK,park,,Marine Parade Dr & Waterfront Dr,Take the 501 Queen Streetcar to the Humber Loop and walk south across Lake Shore Blvd. and into the Park. Alternately get off at 2095 Lake Shore Blvd. and walk south into the park.,Etobicoke York,15,,MARINE PARADE,DR,,,"Humber Bay Shores Park is located west of the Humber Bay Bridge and the Humber River, east of the Humber Bay East and West Parks. It is part of a string of parks along the Etobicoke Lakeshore district that connect by the Martin Goodman Trail. Humber Bay Shores is a lovely spot to sit and enjoy the view of Lake Ontario. It is also an excellent spot to watch for shore birds and waterfowl. Follow the trail west and you'll find yourself in the Humber Bay Butterfly Habitat. It's a lovely park to visit on a day out in the west end.
<a href=""/wps/portal/contentonly?vgnextoid=95e8dada600f0410VgnVCM10000071d60f89RCRD&vgnextfmt=default""> Related information about Humber Bay Butterfly Habitat</a>

<p>This park is listed as one of the top 13 spots to see birds in Toronto in the City's Birds of Toronto <a href=""/wps/portal/contentonly?vgnextoid=766a036318061410VgnVCM10000071d60f89RCRD&vgnextfmt=default"">Biodiversity Series booklet</a>, which is available in libraries across the city.</p>"
2056,2056,LAKE CRESCENT PARK,park,,Lake Cres & Royal York Rd,,Etobicoke York,55,,LAKE,CRES,,,
2057,2057,LONG BRANCH PARK & CENOTAPH,park,,Long Branch Ave & Park Blvd,,Etobicoke York,23,,LONG BRANCH,AVE,,,
2058,2058,MAURICE J. BREEN PARK,park,,Forty Third St & Lake Shore Blvd W,,Etobicoke York,26,,FORTY THIRD,ST,,,A 1.3 hectare park near Browns Line and Lake Shore Boulevard West on the east bank of Etobicoke Creek. This park features a children's playground and a trail that connects with the Etobicoke Creek Trail system.
2059,2059,MILES ROAD END PARKETTE,park,,Miles Rd & Lake Shore Blvd W,,Etobicoke York,4,,MILES,RD,,,
2063,2063,QUEENS AVENUE PARKETTE,park,,Superior Ave & Queens Ave,,Etobicoke York,94,,SUPERIOR,AVE,,,
2064,2064,SAND BEACH ROAD PARKETTE,park,,Sand Beach Rd & Nautical Lane,,Etobicoke York,2,,SAND BEACH,RD,,,
2065,2065,SIR ADAM BECK PARK,park,,,,Etobicoke York,55,,ELTHAM,DR,,,"A 1.4 hectare park near Horner Avenue and Browns Line featuring two lit tennis courts. Located within the park are the Sir Adam Beck Artificial Ice Rink and the Adam Beck Community Centre.<br><br>
<a href=""http://www1.toronto.ca/parks/prd/facilities/complex/814/index.htm"">Sir Adam Beck Rink</a>"
2066,2066,SIXTH STREET PARK,park,,Sixth St & Birmingham St,,Etobicoke York,270,,SIXTH,ST,,,
2067,2067,SKEENS LANE PARKETTE,park,,Twenty Ninth St & Skeens Lane,,Etobicoke York,8,,TWENTY NINTH,ST,,,
2068,2068,STANLEY AVENUE PARK,park,,Station Rd & Stanley Ave,,Etobicoke York,55,,STATION,RD,,,
2069,2069,SUPERIOR PARK,park,,Superior Ave & Lake Shore Blvd W,,Etobicoke York,1,Y,SUPERIOR,AVE,,,
2071,2071,TWELFTH STREET PARKETTE,park,,Twelfth St & Lake Shore Dr,,Etobicoke York,1,,TWELFTH,ST,,,
2072,2072,TWENTY EIGHTH STREET PARK,park,,Lake Prom & Twenty Eighth St,,Etobicoke York,123,,LAKE PROMENADE,,,,
2073,2073,TWENTY FIFTH STREET PARKETTE,park,,Lake Prom & Twenty Fifth St,,Etobicoke York,41,,LAKE PROMENADE,,,,
2074,2074,TWENTY THIRD STREET PARKETTE,park,,Lake Prom & Twenty Third St,,Etobicoke York,1,A,LAKE PROMENADE,,,,
2075,2075,DOUGLAS B. FORD PARK,park,,Royal York Rd & Brittany Crt,,Etobicoke York,1521,,ROYAL YORK,RD,,,A 1.6 hectare park on Royal York Road south of Lawrence Avenue West featuring a children's playground. The park follows the Humber Creek as it flows along the park's eastern border.
2076,2076,ENFIELD PARK,park,,Enfield Ave & Gort Ave,,Etobicoke York,37,A,ENFIELD,AVE,,,A small park near Brown's Line and Lake Shore Bouleard West provides a gateway from the neighbourhood into the Etobicoke Creek Valley and trail system.
2077,2077,JEAN AUGUSTINE PARK,park,,Lake Shore Blvd W & Brookers Lane,,Etobicoke York,2115,,LAKE SHORE,BLVD,W,,"A small park near Park Lawn Road and Lake Shore Boulevard West that features a water fountain, multiple pathways through the open green space and leads to Humber Bay Shores Park. Formerly known as Newport Beach Park, this park was renamed in 2010 to honour <a href=""/wps/portal/contentonly?vgnextoid=bdc41076b6ed3410VgnVCM10000071d60f89RCRD"">Jean Augustine</a>, a community advocate, local politician and the Province of Ontario's first Fairness Commissioner."
2078,2078,ABBOTSFORD PARK,park,,Abbotsford Rd & Churchill Ave,,North York,2,A,ABBOTSFORD,RD,,,A park near Churchill Avenue and Yonge Street that features a children's playground.
2080,2080,AILSA CRAIG PARKETTE,park,,Ailsa Craig Crt & Virgilwood Dr,,North York,16,,AILSA CRAIG,CRT,,,"The park is located on the west side of Esther Shiner Stadium near Finch Avenue West and Bathurst Street, and it features a children's playground."
2081,2081,THISTLETOWN PARK,park,,Albion Rd & Todd Brook Dr,,Etobicoke York,1265,,ALBION,RD,,,
2082,2082,TURNBERRY SOUTH PARK,park,,Alentejo St & Estoril Terr,,Etobicoke York,31,,ALENTEJO,ST,,,
2084,2084,TURNBERRY NORTH PARK,park,,Algarve Cres & Terciera Cir,,Etobicoke York,44,,ALGARVE,CRES,,,
2085,2085,BLACK CREEK SITE EAST,park,,Alliance Ave & Cliff St,,Etobicoke York,389,,ALLIANCE,AVE,,,A 4.2 hectare park following the Black Creek near Alliance Avenue and Weston Road.
2086,2086,AMBROSE PARKETTE,park,,Ambrose Rd & Eunice Rd,,North York,5,,AMBROSE,RD,,,
2089,2089,DON LAKE PARKETTE,park,,Antibes Dr & Bathurst St,,North York,145,,ANTIBES,DR,,,
2092,2092,FUTURA PARKETTE,park,,Arleta Ave & Dolores Rd,,North York,175,,ARLETA,AVE,,,
2095,2095,ASTERFIELD - PLUMROSE BLVD PARKETTE,park,,Asterfield Dr & Plumrose Blvd,,Scarborough,75,,ASTERFIELD,DR,,,
2096,2096,GLADHURST PARK,park,,Elhurst Crt & Astoria Ave,,Etobicoke York,2,,ELHURST,CRT,,,
2099,2099,AUSTIN TERRACE BOULEVARD LANDS,park,,Austin Ter & Walmer Rd,,Toronto East York,,,AUSTIN,TER,,,
2101,2101,HEART PARK,park,,Avenue Rd & Otter Cres,,North York,1400,,AVENUE,RD,,,
2102,2102,ROBERTSON DAVIES PARK,park,,Avenue Rd & Macpherson Ave,,Toronto East York,275,,AVENUE,RD,,,
2103,2103,SERGEANT RYAN RUSSELL PARKETTE,park,,Avenue Rd & Dupont St,,Toronto East York,250,,AVENUE,RD,,,
2105,2105,WOODROW PARK,park,,Aylesworth Ave & Woodrow Ave,,Scarborough,260,,AYLESWORTH,AVE,,,
2108,2108,Erica Stark Parkette,park,,,,Toronto East York,208,,BAIN,AVE,,,"This parkette at Pape and Danforth Avenues, formerly known as Bain Avenue Parkette, was officially renamed Erica Stark Parkette on June 11, 2016."
2109,2109,BAKERTON PARKETTE,park,,Bakerton Dr & Chelway Rd,,Scarborough,25,,BAKERTON,DR,,,
2110,2110,BALCARRA PARK,park,,Balcarra Ave & McNab Blvd,,Scarborough,1,,BALCARRA,AVE,,,
2113,2113,BANBURY PARK,park,,Banbury Rd & Caravan Dr,,North York,120,,BANBURY,RD,,,"Banbury Park is a 2.7 hectare park that features tennis courts and trails leading along Wilket Creek to Windfields Park to the North.

<br /> For more information on tennis at Banbury Park please visit the Banbury Tennis Club Website. http://www.banburytennisclub.net/"
2114,2114,MIKE BELA PARK,park,,Banbury Rd & Lawrence Ave E,,North York,1,,BANBURY,RD,,,"A small 1.2 hectare park.
"
2115,2115,SAWLEY BANSTOCK GREENBELT,park,,Banstock Dr & Sawley Dr,,North York,6,,BANSTOCK,DR,,,
2116,2116,CULLEN BRYANT PARK,park,,Barbara Cres & Coxwell Blvd,,Toronto East York,50,,BARBARA,CRES,,,A 1.0 hectare park near Coxwell Avenue and O'Connor Drive featuring a children`s playground. The park is above the Massey and Taylor Creek ravine and is accessible by path from the park down to the Taylor Creek Trail.
2117,2117,BARKDENE PARK,park,,Barkdene Hills & Brooklawn Ave,,Scarborough,50,,BARKDENE HILLS,,,,
2118,2118,BARTLEY PARK,park,,Bartley Dr & Sufi Cres,,North York,112,,BARTLEY,DR,,,
2120,2120,BATHURST QUAY,park,,Bathurst St & Queens Quay W,"Take the 511 Bathurst Streetcar to the Queens Quay stop, walk south into the park. Alternately take the 509 Harbourfront Streetcar from Union Station to the Bathurst Stop and walk south into the park.
",Waterfront,,,BATHURST,ST,,,Located at the Southern Terminus of Bathurst Street is Bathurst Quay. It was once the site of the World War II Training Base used by the Norwegian Air Force. The Quay includes Little Norway and Ireland Parks and is home to the old Canada Maltin Silos and the Bathurst Ferry Terminal to Billy Bishop Toronto City Airport. Little Norway park has a playground and a fun wading pool popular with the children in the community. The Toronto Music Gardens are located a few hundred meters away and make up the eastern portion of the Quay.
2122,2122,ED AND ANNE MIRVISH PARKETTE,park,,Bathurst St & London St,,Toronto East York,843,,BATHURST,ST,,,
2123,2123,BAYHAMPTON PARKETTE,park,,Bayhampton Crt & Cedar Springs Grove,,North York,7,,BAYHAMPTON,CRT,,,A small 0.25 hectare park near Finch Avenue West and Dufferin Street featuring a children's playground.
2124,2124,BAYVIEW - YORK MILLS PARKETTE,park,,York Mills Rd & Bayview Ave,,North York,320,,YORK MILLS,RD,,,
2126,2126,CREEKSIDE PARK,park,,Bayview Ave & Steeles Ave E,,North York,3600,,BAYVIEW,AVE,,,The east branch of the Don River runs through this small forested park at the corner of Bayview Avenue and Steeles Avenue East.
2127,2127,SUNNYDENE PARK,park,,Bayview Ave & Sunnydene Cres,,North York,1958,,BAYVIEW,AVE,,,
2128,2128,YORK MILLS GARDENS,park,,Bayview Ave & Fife Rd,,North York,2639,,BAYVIEW,AVE,,,
2129,2129,BEAUMONT PARK,park,,Beaumont Rd & Glen Rd,,Toronto East York,9,A,BEAUMONT,RD,,,
2131,2131,BEDFORD PARKETTE,park,,Bedford Park Ave & Grey Rd,,North York,443,,BEDFORD PARK,AVE,,,"A small park filled with mature trees and a children's playground near Lawrence Avenue West and Avenue Road. 
"
2132,2132,BEECHGROVE PARK,park,,Beechgrove Dr & Janellan Terr,,Scarborough,182,,BEECHGROVE,DR,,,
2135,2135,JANELLAN RAVINE PARK,park,,Beechgrove Dr & Cathlo St,"Take the 86D Scarborough Bus to the Lawrence and Beechgrove stop. Exit and walk to the southeast corner and down into the park. 
",Scarborough,199,,BEECHGROVE,DR,,,"Located in the east end on Beechgrove Drive south of Lawrence Avenue is this lovely forested ravine. The trail through the ravine is a great spot for bird watching and other wildlife viewing. Take a hike or take your bike along the trail and into Lower Highland Creek Park. From there you can also access Lake Ontario. Access only available through Lower Highland Creek Park.
"
2136,2136,BEECROFT PARK,park,,Beecroft Rd & North York Blvd,,North York,174,,BEECROFT,RD,,,
2137,2137,BELLAMY PARK,park,,Bellamy Rd S & Adanac Dr,,Scarborough,110,,BELLAMY,RD,S,,A small park near Eglinton Avenue East and Bellamy Road South featuring a children's playground.
2138,2138,HAGUE PARK,park,,Bellamy Rd N & Burnview Cres,,Scarborough,300,,BELLAMY,RD,N,,"A 9.3 hectare park at Bellamy Road and Lawrence Avenue East that features a mature forest in the West Highland Creek Ravine. This park is part of the West Highland Creek Trail.  
"
2140,2140,BELMONT PARKETTE,park,,Belmont St & Davenport Rd,,Toronto East York,105,,BELMONT,ST,,,
2141,2141,ADANAC PARK,park,,Belmuir Pl & Adanac Dr,,Scarborough,15,,BELMUIR,PL,,,
2142,2142,CARTWRIGHT SCHOOL PARK,park,,Bentworth Ave & Paul David St,,North York,100,,BENTWORTH,AVE,,,This site is near Dufferin Street and Highway 401 and consists of two bocce courts located along the edge of a schoolyard.
2143,2143,BERRY ROAD PARK,park,,Berry Rd & Caledon Rd,,Etobicoke York,260,,BERRY,RD,,,
2144,2144,BESSARION PARKETTE,park,,Bessarion Rd & Sheppard Ave E,,North York,72,,BESSARION,RD,,,
2145,2145,BETHUNE PARK,park,,Bethune Blvd & Muir Dr,,Scarborough,75,,BETHUNE,BLVD,,,"A park near Eglinton Avenue East and Kingston Road featuring a basketball court and a children's playground.
"
2146,2146,BIRCHVIEW BOULEVARD PARKETTE,park,,Birchview Blvd & Montgomery Rd,,Etobicoke York,38,,BIRCHVIEW,BLVD,,,
2147,2147,BISHOP PARK,park,,Bishop Ave & Kenneth Ave,,North York,45,,BISHOP,AVE,,,A small park near Finch Avenue and Yonge Street that features a children's playground and walking paths.
2148,2148,BLACKFRIAR PARK,park,,Blackfriar Ave & Dixon Rd,,Etobicoke York,22,,BLACKFRIAR,AVE,,,A 1.5 hectare park near Dixon Road and Kipling Avenue featuring a children's playground and open green space. 
2149,2149,BLOOR - BEDFORD PARKETTE,park,,Bloor St W & Bedford Rd,,Toronto East York,248,,BLOOR,ST,W,,
2150,2150,BLOOR - PARLIAMENT PARKETTE,park,,Bloor St E & Parliament St,,Toronto East York,625,,BLOOR,ST,E,,
2151,2151,BLUE RIDGE PARK,park,,Blue Ridge Rd & Howard Dr,,North York,50,,BLUE RIDGE,RD,,,
2152,2152,BLYTHDALE GREENBELT,park,,Blyth Dale Rd & Blythwood Rd,,North York,5,,BLYTH DALE,RD,,,"A small and heavily wooded ravine park.
"
2154,2154,TAM HEATHER COUNTRY CLUB GROUNDS,park,,Bonspiel Dr & Tams Rd,,Scarborough,50,,BONSPIEL,DR,,,"A 2 hectare park near Morningside Avenue and Military Trail is home to the Tam Heather Tennis and Curling Club. Four tennis courts, eight curling sheets and a children's playground can be found within the park. http://www.tamheather.ca"
2155,2155,ALBERT CAMPBELL SQUARE,park,,,Take the Scarborough RT to the Scarborough Centre Station. Exit the station and walk south into the Square.,Scarborough,150,,BOROUGH,DR,,,"Albert Campbell Square is located in the courtyard between the <a href=""http://www1.toronto.ca/parks/prd/facilities/complex/1099/index.htm"">Scarborough Civic Centre</a> and Scarborough Town Centre. The Square is named after the first Mayor of Scarborough, Albert Campbell. It is a lovely spot to sit and have lunch in the summer or go skating on the outdoor rink in the winter. Landscaped gardens and greenery surround the square making it a restful spot to visit during your daily errands."
2156,2156,BOSWELL PARKETTE,park,,Boswell Ave & Bedford Rd,,Toronto East York,4,,BOSWELL,AVE,,,
2158,2158,DUNDAS PARKETTE,park,,Boulton Ave & Dundas St E,,Toronto East York,155,,BOULTON,AVE,,,
2159,2159,BOWAN COURT PARKETTE,park,,Bowan Crt & Bayview Ave,,North York,12,,BOWAN,CRT,,,
2160,2160,BRANDON AVENUE PARKETTE,park,,Brandon Ave & Dufferin St,,Etobicoke York,2,,BRANDON,AVE,,,
2161,2161,BRATTY PARK,park,,Bratty Rd & Broadoaks Dr,,North York,40,,BRATTY,RD,,,A 1.9 hectare park near Keele Street and Finch Avenue West. This park has a large green space covering the west half of the park with a mature forest on the east half. A children's playground is located in the middle of the park.
2162,2162,ST. PHILLIPS ROAD PARKETTE,park,,Dixon Rd & St Phillips Rd,,Etobicoke York,98,,DIXON,RD,,,
2163,2163,BREADALBANE PARK,park,,Breadalbane St & Bay St,,Toronto East York,30,,BREADALBANE,ST,,,
2164,2164,OPERA PLACE,park,,Breadalbane St & Bay St,,Toronto East York,25,,BREADALBANE,ST,,,"A small park near Yonge Street and Wellesley Street West adjacent to the Central YMCA. The park has a water feature and grass gardens.
"
2167,2167,BRENDWIN CIRCLE PARKETTE,park,,Scarlett & Edenbridge,,Etobicoke York,,,BRENDWIN,RD,,,
2168,2168,ADDINGTON GREENBELT,park,,Brentwood Ave & Roycrest Ave,,North York,15,,BRENTWOOD,AVE,,,
2169,2169,BRIAR HILL - CHAPLIN PARK,park,,Briar Hill Ave & Chaplin Cres,,North York,648,A,BRIAR HILL,AVE,,,
2170,2170,BRIAR HILL PARKETTE,park,,Briar Hill Ave & Avenue Rd,,North York,372,,BRIAR HILL,AVE,,,
2171,2171,COLONIAL PARK,park,,Bridlegrove Dr & Storebridge Dr,,Scarborough,150,,BRIDLEGROVE,DR,,,
2172,2172,BRIGHT STREET PLAYGROUND,park,,Bright St & Queen St E,,Toronto East York,50,,BRIGHT,ST,,,"A small parkette on a one-way street south of Queen Street East and west of Sumach Street featuring a children's playground.
"
2174,2174,ST. ANDREWS PARK - SCARBOROUGH,park,,Brimorton Dr & Neapolitan Dr,,Scarborough,50,,BRIMORTON,DR,,,
2175,2175,BRISTOL AVENUE PARKETTE WEST,park,,Bristol Ave & Geary Ave,,Etobicoke York,30,,BRISTOL,AVE,,,"A small park near Dufferin Street and Dupont Avenue featuring a ball diamond on the east side of Bristol Avenue, and a children's playground to the west."
